DATE,DGS1,DGS10,DGS5,DGS3MO,DGS6MO
1962-01-01,3.2022580645161290,4.0162903225806452,3.8351612903225806,.,.
1962-04-01,3.0144444444444444,3.8757142857142857,3.6314285714285714,.,.
1962-07-01,3.1877777777777778,3.9895238095238095,3.7393650793650794,.,.
1962-10-01,2.9936065573770492,3.9024590163934426,3.5996721311475410,.,.
1963-01-01,3.0278688524590164,3.8921311475409836,3.6388524590163934,.,.
1963-04-01,3.1417460317460317,3.9636507936507937,3.7544444444444444,.,.
1963-07-01,3.5260937500000000,4.0320312500000000,3.9109375000000000,.,.
1963-10-01,3.7268852459016393,4.1181967213114754,4.0067213114754098,.,.
1964-01-01,3.8308196721311475,4.1786885245901639,4.0826229508196721,.,.
1964-04-01,3.8614062500000000,4.2007812500000000,4.0750000000000000,.,.
1964-07-01,3.7656250000000000,4.1943750000000000,4.0520312500000000,.,.
1964-10-01,3.9337704918032787,4.1745901639344262,4.0673770491803279,.,.
1965-01-01,4.0129508196721311,4.2037704918032787,4.1332786885245902,.,.
1965-04-01,4.0182539682539683,4.2095238095238095,4.1493650793650794,.,.
1965-07-01,4.0857812500000000,4.2492187500000000,4.2017187500000000,.,.
1965-10-01,4.4731147540983607,4.4763934426229508,4.5147540983606557,.,.
1966-01-01,4.9306349206349206,4.7739682539682540,4.9200000000000000,.,.
1966-04-01,4.9342857142857143,4.7820634920634921,4.8985714285714286,.,.
1966-07-01,5.5192187500000000,5.1460937500000000,5.3965625000000000,.,.
1966-10-01,5.4365000000000000,4.9980000000000000,5.2056666666666667,.,.
1967-01-01,4.5939344262295082,4.5796721311475410,4.6536065573770492,.,.
1967-04-01,4.2495312500000000,4.8284375000000000,4.7635937500000000,.,.
1967-07-01,5.1273015873015873,5.2469841269841270,5.3119047619047619,.,.
1967-10-01,5.5608196721311475,5.6418032786885246,5.6967213114754098,.,.
1968-01-01,5.4761290322580645,5.6109677419354839,5.6264516129032258,.,.
1968-04-01,5.9514516129032258,5.7461290322580645,5.8653225806451613,.,.
1968-07-01,5.5100000000000000,5.4585937500000000,5.5246875000000000,.,.
1968-10-01,5.8324193548387097,5.7677419354838710,5.7750000000000000,.,.
1969-01-01,6.3626229508196721,6.1709836065573770,6.3311475409836066,.,.
1969-04-01,6.5742857142857143,6.3569841269841270,6.5260317460317460,.,.
1969-07-01,7.6528571428571429,6.8568253968253968,7.2019047619047619,.,.
1969-10-01,7.8991803278688525,7.3104918032786885,7.6754098360655738,.,.
1970-01-01,7.5500000000000000,7.3751666666666667,7.7288333333333333,.,.
1970-04-01,7.4467692307692308,7.7100000000000000,7.7716923076923077,.,.
1970-07-01,6.9406250000000000,7.4579687500000000,7.4871875000000000,.,.
1970-10-01,5.6411475409836066,6.8460655737704918,6.5044262295081967,.,.
1971-01-01,4.0342622950819672,5.9995081967213115,5.4585245901639344,.,.
1971-04-01,5.0041269841269841,6.2515873015873016,6.1585714285714286,.,.
1971-07-01,5.7520312500000000,6.4854687500000000,6.5128125000000000,.,.
1971-10-01,4.7208196721311475,5.8880327868852459,5.7931147540983607,.,.
1972-01-01,4.4130158730158730,6.0322222222222222,5.7212698412698413,.,.
1972-04-01,4.8409375000000000,6.1409375000000000,5.9706250000000000,.,.
1972-07-01,5.1488888888888889,6.2871428571428571,6.0774603174603175,.,.
1972-10-01,5.4378333333333333,6.3728333333333333,6.1523333333333333,.,.
1973-01-01,6.3179032258064516,6.6009677419354839,6.5808064516129032,.,.
1973-04-01,7.0166666666666667,6.8080952380952381,6.7239682539682540,.,.
1973-07-01,8.5223809523809524,7.2187301587301587,7.3573015873015873,.,.
1973-10-01,7.4140000000000000,6.7563333333333333,6.8281666666666667,.,.
1974-01-01,7.3788524590163934,7.0552459016393443,7.0350819672131148,.,.
1974-04-01,8.6930158730158730,7.5419047619047619,8.0665079365079365,.,.
1974-07-01,9.0150000000000000,7.9598437500000000,8.4628125000000000,.,.
1974-10-01,7.6760655737704918,7.6737704918032787,7.6555737704918033,.,.
1975-01-01,6.3355000000000000,7.5441666666666667,7.2836666666666667,.,.
1975-04-01,6.5328125000000000,8.0518750000000000,7.7432812500000000,.,.
1975-07-01,7.5151562500000000,8.2915625000000000,8.2012500000000000,.,.
1975-10-01,6.6952459016393443,8.0632786885245902,7.8481967213114754,.,.
1976-01-01,5.9858064516129032,7.7540322580645161,7.4664516129032258,.,.
1976-04-01,6.2838095238095238,7.7730158730158730,7.4836507936507937,.,.
1976-07-01,6.0156250000000000,7.7321875000000000,7.3079687500000000,.,.
1976-10-01,5.2159016393442623,7.1781967213114754,6.4460655737704918,.,.
1977-01-01,5.4206349206349206,7.3569841269841270,6.7836507936507937,.,.
1977-04-01,5.7000000000000000,7.3660317460317460,6.8287301587301587,.,.
1977-07-01,6.2914285714285714,7.3588888888888889,6.9768253968253968,.,.
1977-10-01,6.9591666666666667,7.5971666666666667,7.3815000000000000,.,.
1978-01-01,7.3091803278688525,8.0077049180327869,7.8186885245901639,.,.
1978-04-01,7.7998412698412698,8.3255555555555556,8.1769841269841270,.,.
1978-07-01,8.4411111111111111,8.4853968253968254,8.4279365079365079,.,.
1978-10-01,9.8042622950819672,8.8150819672131148,8.8408196721311475,.,.
1979-01-01,10.3043548387096774,9.1054838709677419,9.1825806451612903,.,.
1979-04-01,9.9348387096774194,9.1150000000000000,9.1096774193548387,.,.
1979-07-01,10.1287301587301587,9.0950793650793651,9.1111111111111111,.,.
1979-10-01,12.2760655737704918,10.4378688524590164,10.6508196721311475,.,.
1980-01-01,13.9024193548387097,11.9558064516129032,12.2346774193548387,.,.
1980-04-01,10.2815873015873016,10.4776190476190476,10.3336507936507937,.,.
1980-07-01,10.1135937500000000,10.9417187500000000,10.6442187500000000,.,.
1980-10-01,13.8152459016393443,12.4055737704918033,12.6324590163934426,.,.
1981-01-01,14.0926229508196721,12.9506557377049180,13.1898360655737705,.,.
1981-04-01,15.1046031746031746,13.7404761904761905,14.1790476190476190,.,.
1981-07-01,16.3106250000000000,14.8384375000000000,15.4179687500000000,.,.
1981-10-01,13.5911475409836066,14.1167213114754098,14.1559016393442623,12.3461666666666667,13.2615000000000000
1982-01-01,14.3016393442622951,14.2680327868852459,14.3626229508196721,13.4693442622950820,14.1404918032786885
1982-04-01,13.8074603174603175,13.9420634920634921,14.0720634920634921,13.0515873015873016,13.5952380952380952
1982-07-01,11.8331250000000000,13.1125000000000000,13.1028125000000000,9.6737500000000000,11.0362500000000000
1982-10-01,9.1200000000000000,10.6634426229508197,10.4611475409836066,8.1703278688524590,8.6713114754098361
1983-01-01,8.8665079365079365,10.5558730158730159,10.1166666666666667,8.3987301587301587,8.6215873015873016
1983-04-01,9.1909523809523810,10.5500000000000000,10.2376190476190476,8.7261904761904762,8.9850793650793651
1983-07-01,10.3028125000000000,11.6364062500000000,11.4314062500000000,9.5246875000000000,9.9215625000000000
1983-10-01,9.9533333333333333,11.6891666666666667,11.4128333333333333,9.1563333333333333,9.5491666666666667
1984-01-01,10.1888709677419355,11.9545161290322581,11.6522580645161290,9.5458064516129032,9.8795161290322581
1984-04-01,11.5604761904761905,13.2139682539682540,13.0196825396825397,10.1879365079365079,10.9184126984126984
1984-07-01,11.8169841269841270,12.8731746031746032,12.8353968253968254,10.7457142857142857,11.2833333333333333
1984-10-01,10.0470491803278689,11.7606557377049180,11.5067213114754098,9.1649180327868852,9.5755737704918033
1985-01-01,9.3983333333333333,11.5865000000000000,11.1978333333333333,8.4646666666666667,8.9258333333333333
1985-04-01,8.4804761904761905,10.8234920634920635,10.3255555555555556,7.7204761904761905,8.0898412698412698
1985-07-01,7.9860317460317460,10.3355555555555556,9.7714285714285714,7.3403174603174603,7.6404761904761905
1985-10-01,7.8564516129032258,9.7661290322580645,9.2367741935483871,7.4000000000000000,7.6319354838709677
1986-01-01,7.4588333333333333,8.5670000000000000,8.1655000000000000,7.1190000000000000,7.3000000000000000
1986-04-01,6.6046875000000000,7.5979687500000000,7.3998437500000000,6.3209375000000000,6.4628125000000000
1986-07-01,5.9951562500000000,7.3054687500000000,6.9301562500000000,5.6840625000000000,5.8343750000000000
1986-10-01,5.7979032258064516,7.2640322580645161,6.7519354838709677,5.5020967741935484,5.6340322580645161
1987-01-01,5.9265573770491803,7.1954098360655738,6.7409836065573770,5.6996721311475410,5.7875409836065574
1987-04-01,6.7644444444444444,8.3426984126984127,7.9461904761904762,5.8390476190476190,6.2739682539682540
1987-07-01,7.1185937500000000,8.8696875000000000,8.4181250000000000,6.2389062500000000,6.4928125000000000
1987-10-01,7.2516129032258065,9.1290322580645161,8.6324193548387097,6.0708064516129032,6.7456451612903226
1988-01-01,6.7716129032258065,8.4109677419354839,7.9001612903225806,5.9024193548387097,6.3087096774193548
1988-04-01,7.3058730158730159,8.9128571428571429,8.4257142857142857,6.4096825396825397,6.8177777777777778
1988-07-01,8.0150000000000000,9.1035937500000000,8.7685937500000000,7.2482812500000000,7.6635937500000000
1988-10-01,8.5334426229508197,8.9570491803278689,8.8021311475409836,7.9972131147540984,8.3029508196721311
1989-01-01,9.3001639344262295,9.2116393442622951,9.3183606557377049,8.8557377049180328,9.1093442622950820
1989-04-01,8.9134375000000000,8.7579687500000000,8.8178125000000000,8.7031250000000000,8.8071875000000000
1989-07-01,8.1038095238095238,8.1074603174603175,8.0330158730158730,8.1133333333333333,8.1155555555555556
1989-10-01,7.8295161290322581,7.9070967741935484,7.8427419354838710,7.9080645161290323,7.9130645161290323
1990-01-01,8.1314516129032258,8.4238709677419355,8.3837096774193548,8.0264516129032258,8.1216129032258065
1990-04-01,8.2709523809523810,8.6741269841269841,8.6442857142857143,8.0107936507936508,8.1674603174603175
1990-07-01,7.8282539682539683,8.7012698412698413,8.4246031746031746,7.7253968253968254,7.7980952380952381
1990-10-01,7.3130645161290323,8.4059677419354839,8.0353225806451613,7.2193548387096774,7.3206451612903226
1991-01-01,6.4420000000000000,8.0228333333333333,7.6520000000000000,6.2116666666666667,6.3293333333333333
1991-04-01,6.2379687500000000,8.1254687500000000,7.7748437500000000,5.7362500000000000,5.9559375000000000
1991-07-01,5.8951562500000000,7.9500000000000000,7.5018750000000000,5.5459375000000000,5.7025000000000000
1991-10-01,4.8738709677419355,7.3450000000000000,6.5616129032258065,4.6796774193548387,4.7808064516129032
1992-01-01,4.3643548387096774,7.3069354838709677,6.5948387096774194,4.0020967741935484,4.1441935483870968
1992-04-01,4.2177777777777778,7.3760317460317460,6.6498412698412698,3.7680952380952381,3.9266666666666667
1992-07-01,3.4201562500000000,6.6187500000000000,5.6079687500000000,3.1510937500000000,3.2475000000000000
1992-10-01,3.5638709677419355,6.7403225806451613,5.9032258064516129,3.1437096774193548,3.3441935483870968
1993-01-01,3.4003278688524590,6.2581967213114754,5.4667213114754098,3.0252459016393443,3.1790163934426230
1993-04-01,3.3841269841269841,5.9880952380952381,5.1828571428571429,3.0352380952380952,3.1763492063492063
1993-07-01,3.4251562500000000,5.6153125000000000,4.9514062500000000,3.0703125000000000,3.2150000000000000
1993-10-01,3.5287096774193548,5.6159677419354839,4.9779032258064516,3.1329032258064516,3.3062903225806452
1994-01-01,3.9296774193548387,6.0903225806451613,5.4983870967741935,3.3348387096774194,3.5848387096774194
1994-04-01,5.1448387096774194,7.0895161290322581,6.6716129032258065,4.1117741935483871,4.5972580645161290
1994-07-01,5.6012500000000000,7.3279687500000000,6.9551562500000000,4.6090625000000000,5.0935937500000000
1994-10-01,6.6057377049180328,7.8372131147540984,7.6345901639344262,5.4439344262295082,6.0413114754098361
1995-01-01,6.7125806451612903,7.4712903225806452,7.3735483870967742,5.9164516129032258,6.3217741935483871
1995-04-01,5.9544444444444444,6.6001587301587302,6.3792063492063492,5.7719047619047619,5.8715873015873016
1995-07-01,5.6601587301587302,6.3292063492063492,6.0922222222222222,5.5325396825396825,5.6042857142857143
1995-10-01,5.4456451612903226,5.8985483870967742,5.6930645161290323,5.4208064516129032,5.4751612903225806
1996-01-01,5.1269354838709677,5.9104838709677419,5.5724193548387097,5.0725806451612903,5.0879032258064516
1996-04-01,5.6568750000000000,6.7140625000000000,6.4850000000000000,5.1553125000000000,5.3501562500000000
1996-07-01,5.7820312500000000,6.7759375000000000,6.5389062500000000,5.2417187500000000,5.4392187500000000
1996-10-01,5.4846774193548387,6.3541935483870968,6.1108064516129032,5.1093548387096774,5.2785483870967742
1997-01-01,5.6458333333333333,6.5670000000000000,6.3586666666666667,5.1978333333333333,5.3513333333333333
1997-04-01,5.8520312500000000,6.6996875000000000,6.5703125000000000,5.1925000000000000,5.4887500000000000
1997-07-01,5.5434375000000000,6.2421875000000000,6.1289062500000000,5.1864062500000000,5.3420312500000000
1997-10-01,5.4809677419354839,5.9062903225806452,5.8370967741935484,5.2296774193548387,5.3756451612903226
1998-01-01,5.3167213114754098,5.5909836065573770,5.5104918032786885,5.1886885245901639,5.2504918032786885
1998-04-01,5.4087301587301587,5.5930158730158730,5.5863492063492063,5.1153968253968254,5.3138095238095238
1998-07-01,5.0956250000000000,5.2073437500000000,5.1253125000000000,4.9603125000000000,5.0659375000000000
1998-10-01,4.3861290322580645,4.6619354838709677,4.3867741935483871,4.3629032258064516,4.4479032258064516
1999-01-01,4.6736065573770492,5.0008196721311475,4.9019672131147541,4.5255737704918033,4.5850819672131148
1999-04-01,4.8795312500000000,5.5412500000000000,5.4420312500000000,4.5837500000000000,4.7742187500000000
1999-07-01,5.1609375000000000,5.8829687500000000,5.7750000000000000,4.7951562500000000,4.9771875000000000
1999-10-01,5.6158064516129032,6.1448387096774194,6.0669354838709677,5.2059677419354839,5.4454838709677419
2000-01-01,6.1888888888888889,6.4684126984126984,6.5831746031746032,5.7046031746031746,5.9636507936507937
2000-04-01,6.2196825396825397,6.1849206349206349,6.4244444444444444,5.8960317460317460,6.2401587301587302
2000-07-01,6.1328571428571429,5.8898412698412698,6.0582539682539683,6.2020634920634921,6.2955555555555556
2000-10-01,5.9070967741935484,5.5706451612903226,5.5556451612903226,6.2001612903225806,6.1969354838709677
2001-01-01,4.5916129032258065,5.0441935483870968,4.7904838709677419,4.9333870967741935,4.8151612903225806
2001-04-01,3.7749206349206349,5.2761904761904762,4.8353968253968254,3.7406349206349206,3.7569841269841270
2001-07-01,3.3409836065573770,4.9957377049180328,4.5108196721311475,3.2836065573770492,3.2554098360655738
2001-10-01,2.2454838709677419,4.7620967741935484,4.0848387096774194,1.9496774193548387,1.9766129032258065
2002-01-01,2.3181666666666667,5.0791666666666667,4.4595000000000000,1.7543333333333333,1.8955000000000000
2002-04-01,2.3467187500000000,5.1060937500000000,4.4504687500000000,1.7462500000000000,1.9085937500000000
2002-07-01,1.8140625000000000,4.2723437500000000,3.3593750000000000,1.6737500000000000,1.6717187500000000
2002-10-01,1.5337096774193548,4.0048387096774194,3.0085483870967742,1.3659677419354839,1.3911290322580645
2003-01-01,1.3003278688524590,3.9200000000000000,2.9118032786885246,1.1747540983606557,1.1911475409836066
2003-04-01,1.1526984126984127,3.6206349206349206,2.5700000000000000,1.0588888888888889,1.0728571428571429
2003-07-01,1.2192187500000000,4.2276562500000000,3.1381250000000000,0.94781250000000000000,1.0173437500000000
2003-10-01,1.2964516129032258,4.2851612903225806,3.2446774193548387,0.93516129032258064516,1.0230645161290323
2004-01-01,1.2214516129032258,4.0100000000000000,2.9809677419354839,0.93370967741935483871,1.00354838709677419355
2004-04-01,1.7754838709677419,4.5970967741935484,3.7209677419354839,1.0961290322580645,1.3596774193548387
2004-07-01,2.0750000000000000,4.3014062500000000,3.5056250000000000,1.5139062500000000,1.7884375000000000
2004-10-01,2.4727419354838710,4.1758064516129032,3.4937096774193548,2.0474193548387097,2.2975806451612903
2005-01-01,3.0724590163934426,4.3036065573770492,3.8908196721311475,2.5891803278688525,2.8768852459016393
2005-04-01,3.3373437500000000,4.1585937500000000,3.8729687500000000,2.9267187500000000,3.1796875000000000
2005-07-01,3.7910937500000000,4.2151562500000000,4.0393750000000000,3.4382812500000000,3.7070312500000000
2005-10-01,4.2885245901639344,4.4881967213114754,4.3911475409836066,3.9136065573770492,4.2504918032786885
2006-01-01,4.6403225806451613,4.5770967741935484,4.5524193548387097,4.5066129032258065,4.6572580645161290
2006-04-01,5.0214285714285714,5.0726984126984127,4.9931746031746032,4.8301587301587302,5.0336507936507937
2006-07-01,5.0911111111111111,4.8934920634920635,4.8422222222222222,5.0350793650793651,5.1725396825396825
2006-10-01,4.9882258064516129,4.6306451612903226,4.6017741935483871,5.0317741935483871,5.1133870967741935
2007-01-01,5.0075806451612903,4.6790322580645161,4.6433870967741935,5.1140322580645161,5.1330645161290323
2007-04-01,4.9342187500000000,4.8460937500000000,4.7607812500000000,4.8720312500000000,5.0000000000000000
2007-07-01,4.5350793650793651,4.7384126984126984,4.5126984126984127,4.4342857142857143,4.6077777777777778
2007-10-01,3.6350000000000000,4.2666129032258065,3.7975806451612903,3.4916129032258065,3.7091935483870968
2008-01-01,2.1129508196721311,3.6652459016393443,2.7514754098360656,2.1044262295081967,2.1583606557377049
2008-04-01,2.0659375000000000,3.8815625000000000,3.1550000000000000,1.6501562500000000,1.8725000000000000
2008-07-01,2.1264062500000000,3.8621875000000000,3.1128125000000000,1.5203125000000000,1.8631250000000000
2008-10-01,0.98919354838709677419,3.2346774193548387,2.1727419354838710,0.31177419354838709677,0.74096774193548387097
2009-01-01,0.57196721311475409836,2.7362295081967213,1.7613114754098361,0.21229508196721311475,0.39639344262295081967
2009-04-01,0.52111111111111111111,3.3207936507936508,2.2417460317460317,0.17126984126984126984,0.32301587301587301587
2009-07-01,0.44796875000000000000,3.5178125000000000,2.4675000000000000,0.16000000000000000000,0.25234375000000000000
2009-10-01,0.35467741935483870968,3.4640322580645161,2.3041935483870968,0.06048387096774193548,0.16129032258064516129
2010-01-01,0.36459016393442622951,3.7178688524590164,2.4273770491803279,0.10983606557377049180,0.18770491803278688525
2010-04-01,0.37828125000000000000,3.4925000000000000,2.2548437500000000,0.14828125000000000000,0.21937500000000000000
2010-07-01,0.26890625000000000000,2.7845312500000000,1.5450000000000000,0.15484375000000000000,0.19500000000000000000
2010-10-01,0.25919354838709677419,2.8783870967741935,1.5033870967741935,0.13951612903225806452,0.18419354838709677419
2011-01-01,0.27209677419354838710,3.4574193548387097,2.1193548387096774,0.12677419354838709677,0.16822580645161290323
2011-04-01,0.20412698412698412698,3.2014285714285714,1.8544444444444444,0.04523809523809523810,0.10222222222222222222
2011-07-01,0.13343750000000000000,2.4142187500000000,1.1440625000000000,0.02500000000000000000,0.06281250000000000000
2011-10-01,0.11393442622950819672,2.0467213114754098,0.95262295081967213115,0.01475409836065573770,0.04983606557377049180
2012-01-01,0.15645161290322580645,2.0400000000000000,0.89838709677419354839,0.07064516129032258065,0.11161290322580645161
2012-04-01,0.18812500000000000000,1.8257812500000000,0.78890625000000000000,0.08828125000000000000,0.14421875000000000000
2012-07-01,0.18190476190476190476,1.6412698412698413,0.66888888888888888889,0.10158730158730158730,0.14126984126984126984
2012-10-01,0.17229508196721311475,1.7070491803278689,0.69016393442622950820,0.08967213114754098361,0.13786885245901639344
2013-01-01,0.14983333333333333333,1.9510000000000000,0.82266666666666666667,0.08633333333333333333,0.11516666666666666667
2013-04-01,0.12796875000000000000,1.9862500000000000,0.90937500000000000000,0.05156250000000000000,0.08750000000000000000
2013-07-01,0.12250000000000000000,2.7065625000000000,1.5037500000000000,0.03218750000000000000,0.06296875000000000000
2013-10-01,0.12532258064516129032,2.7441935483870968,1.4390322580645161,0.06016129032258064516,0.08935483870967741935
2014-01-01,0.12049180327868852459,2.7654098360655738,1.6034426229508197,0.04934426229508196721,0.07606557377049180328
2014-04-01,0.10301587301587301587,2.6209523809523810,1.6576190476190476,0.03301587301587301587,0.05523809523809523810
2014-07-01,0.10937500000000000000,2.4995312500000000,1.7015625000000000,0.02640625000000000000,0.05203125000000000000
2014-10-01,0.15225806451612903226,2.2759677419354839,1.6009677419354839,0.02258064516129032258,0.07580645161290322581
2015-01-01,0.22540983606557377049,1.9688524590163934,1.4572131147540984,0.02459016393442622951,0.08901639344262295082
2015-04-01,0.25031250000000000000,2.1643750000000000,1.5251562500000000,0.01828125000000000000,0.08687500000000000000
2015-07-01,0.34781250000000000000,2.2231250000000000,1.5557812500000000,0.04265625000000000000,0.17109375000000000000
2015-10-01,0.46725806451612903226,2.1904838709677419,1.5841935483870968,0.12548387096774193548,0.31612903225806451613
2016-01-01,0.58098360655737704918,1.9142622950819672,1.3698360655737705,0.29049180327868852459,0.45081967213114754098
2016-04-01,0.56625000000000000000,1.7501562500000000,1.2404687500000000,0.25937500000000000000,0.39843750000000000000
2016-07-01,0.55937500000000000000,1.5643750000000000,1.1285937500000000,0.29828125000000000000,0.43984375000000000000
2016-10-01,0.75573770491803278689,2.1386885245901639,1.6147540983606557,0.43327868852459016393,0.56737704918032786885
2017-01-01,0.89258064516129032258,2.4466129032258065,1.9479032258064516,0.60612903225806451613,0.72774193548387096774
2017-04-01,1.1257142857142857,2.2609523809523810,1.8111111111111111,0.90809523809523809524,1.0350793650793651
2017-07-01,1.2434920634920635,2.2414285714285714,1.8134920634920635,1.0539682539682540,1.1422222222222222
2017-10-01,1.5503225806451613,2.3714516129032258,2.0691935483870968,1.2266129032258065,1.3761290322580645
2018-01-01,1.9424590163934426,2.7585245901639344,2.5349180327868852,1.5821311475409836,1.7739344262295082
2018-04-01,2.2521875000000000,2.9206250000000000,2.7656250000000000,1.8746875000000000,2.0553125000000000
2018-07-01,2.4601587301587302,2.9238095238095238,2.8090476190476190,2.0746031746031746,2.2482539682539683
2018-10-01,2.6681967213114754,3.0411475409836066,2.8836065573770492,2.3567213114754098,2.5027868852459016
2019-01-01,2.5396721311475410,2.6529508196721311,2.4649180327868852,2.4385245901639344,2.5050819672131148
2019-04-01,2.2588888888888889,2.3388888888888889,2.1211111111111111,2.3547619047619048,2.3550793650793651
2019-07-01,1.8450000000000000,1.7979687500000000,1.6285937500000000,2.0260937500000000,1.9704687500000000
2019-10-01,1.5758064516129032,1.7919354838709677,1.6133870967741935,1.6075806451612903,1.6135483870967742
2020-01-01,1.0677419354838710,1.3650000000000000,1.1448387096774194,1.1040322580645161,1.0975806451612903
2020-04-01,0.17428571428571428571,0.68761904761904761905,0.35746031746031746032,0.14222222222222222222,0.16793650793650793651
2020-07-01,0.13468750000000000000,0.65062500000000000000,0.27171875000000000000,0.11343750000000000000,0.12671875000000000000
2020-10-01,0.11451612903225806452,0.86451612903225806452,0.36951612903225806452,0.09290322580645161290,0.10274193548387096774
